origem,destino,peso
Colégio Adventista de Manaus,Escola Adventista de Santo Antônio,3.4123263531224897
Colégio Adventista de Manaus,Escola Adventista de São Jorge,4.3043877631924685
Colégio Adventista de Manaus,Escola Adventista do Japiim,4.155579591732706
Colégio Adventista de Manaus,Instituto Adventista de Manaus,2.1546467010159085
Escola Adventista de Miranda,Colégio Adventista Campo-Grandense,182.88742219945428
Colégio Adventista de Mogi Guaçu,Unasp-EC - Centro Universitário Adventista Engenheiro Coelho,26.107885872031304
Escola Adventista de Montes Claros,Colégio Adventista de Teófilo Otoni,280.8894977027187
Escola Adventista de Natal,Escola Adventista de Campina Grande,178.02169554811837
Escola Adventista de Nova Andradina,Escola Adventista Dourados,151.8175236143418
Escola Adventista de Nova Iguaçu,Colégio Adventista de Nova Iguaçu,2.0424943244633322
Colégio Adventista de Osório,Escola Adventista de Santo Antônio da Patrulha,25.16350173888368
Escola Adventista de Ouro Preto do Oeste,Escola Adventista de Ji-Paraná,37.920726516964955
Escola Adventista de Paripe,Escola Adventista de Praia Grande,3.8063518251787394
Escola Adventista de Pedreira - AP,Colégio Adventista Pirajuçara,13.890120051901002
Escola Adventista de Pedreira - AP,Escola Adventista Thiago White,12.691761072285367
Escola Adventista de Pedreira - AP,Unasp-SP - Centro Universitário Adventista - São Paulo,11.406120883487143
Escola Adventista de Pedreira - AP,Unasp-BI - Centro Universitário Adventista - Bilíngue,11.406120883487143
Colégio Adventista de Pelotas,Escola Adventista de Rio Grande,37.2554887310865
Colégio Adventista Pinhais,Escola Adventista de Vista Alegre,12.013481620065477
Escola Adventista de Porangatu,Escola Adventista de Uruaçu,119.06082580905091
Escola Adventista de Porto Feliz,Escola Adventista de Indaiatuba,35.07976914311744
Escola Adventista de Porto Franco,Escola Adventista de Imperatriz,90.45943680413517
Escola Adventista de Redenção,Colégio Adventista de Parauapebas,215.32933772579008
Escola Adventista de Rio Verde,Colégio Adventista Jardim Europa,209.29226473223537
Escola Adventista de Santa Cecília,Escola Adventista do Sarandi,9.195266481909703
Escola Adventista de Santa Inês,Escola Adventista de Bacabal,90.9162806026041
Colégio Adventista de Santarém,Escola Adventista de Uruará,176.84088724411822
Escola Adventista de Santo Antônio,Escola Adventista de São Jorge,1.104567254485362
Escola Adventista de Santo Antônio,Escola Adventista do Japiim,6.252458053062703
Escola Adventista de Santo Antônio,Instituto Adventista de Manaus,3.905280656882652
Escola Adventista de Santo Antônio da Patrulha,Escola Adventista Pastor Ivo Souza,22.52461602381287
Escola Adventista de Santo Antonio de Jesus,Colégio Adventista da Bahia,53.75071379129312
Escola Adventista de São Brás Altamir de Paiva,Instituto Adventista Grão Pará,1.5684190579993584
Escola Adventista de São Jorge,Escola Adventista do Japiim,6.542048046949377
Escola Adventista de São Jorge,Instituto Adventista de Manaus,4.330104841730456
Escola Adventista de Tomé-Açú,Escola Adventista Paragominas,109.8378143219528
Escola Adventista de Tubarão,Colégio Adventista de Criciúma,42.715269715786064
Escola Adventista de Uruará,IATAI - Instituto Adventista Transamazônico Agroindustrial,29.516235616527123
Colégio Adventista de Varginha - CAV,Faculdades Minas Gerais - Fadminas,57.976022258083844
Escola Adventista de Vilhena,Colégio Adventista de Ji-Paraná,280.2845790218862
Escola Adventista de Vitória da Conquista,Colégio Adventista de Itapetinga,76.92031350148402
Escola Adventista de Vitória de Santo Antão,IAPE - Instituto Adventista Pernambucano de Ensino,42.50337560391799
Escola Adventista do Guará,Colégio Adventista de Águas Claras,6.3008867071407915
Escola Adventista do Japiim,Instituto Adventista de Manaus,2.3856455820761635
Escola Adventista do Sarandi,Escola Adventista de Canoas,9.944923626442984
Escola Adventista de Bacabal,Escola Adventista de Coroatá,73.73074489910296
Escola Adventista Pastor Ivo Souza,Instituto Adventista Cruzeiro do Sul - IACS,12.405672780228883
Colégio Adventista Pirajuçara,Escola Adventista Thiago White,4.448305212917464
Colégio Adventista Pirajuçara,Unasp-SP - Centro Universitário Adventista - São Paulo,2.849029019997086
Colégio Adventista Pirajuçara,Unasp-BI - Centro Universitário Adventista - Bilíngue,2.849029019997086
Escola Adventista Rio do Sul,Colégio Adventista de Indaial,53.440996029943896
Escola Adventista Thiago White,Unasp-SP - Centro Universitário Adventista - São Paulo,2.864470810123417
Escola Adventista Thiago White,Unasp-BI - Centro Universitário Adventista - Bilíngue,2.864470810123417
Escola Adventista Tucuruí,Colégio Adventista de Marabá,186.42386331444365
Escola Cursos - Trilhas,Escola Parceira,0.0
FAAMA - Faculdade Adventista da Amazônia,Colégio Adventista da Cidade Nova V,16.407782509312096
Colégio Adventista Amazonas - Campus Residencial - IAAI,Colégio Adventista da Cidade Nova,45.725098334460185
IAAMO - Instituto Adventista da Amazônia Ocidental,Escola Adventista de Ouro Preto do Oeste,59.02414956898989
IAESC - Instituto Adventista de Ensino de Santa Catarina,Colégio Adventista de Joinville - Centro,19.386388664028676
IAP - Instituto Adventista Paranaense,Colégio Adventista de Maringá - Zona 4,20.22869151746805
IPAE - Instituto Petropolitano Adventista de Ensino,Escola Adventista de Jardim Metrópole,39.73138424595208
Unasp-SP - Centro Universitário Adventista - São Paulo,Unasp-BI - Centro Universitário Adventista - Bilíngue,0.0
Colégio Adventista de Pouso Alegre - CAPOAL,Escola Adventista de Andradas - EAA,67.17010759124396
Colégio Adventista de Cachoeiro de Itapemirim,Colégio Adventista de Cariacica,96.54928188769186
Escola Adventista de Música ARS,Escola Adventista da Barra da Tijuca,1.166294830732794
